presentation_order,filename,target_rating,rating,rt_seconds
1,synthetic_corrected_rating_2.61.png,2.611164863926964,3,6.421
2,synthetic_corrected_rating_5.39.png,5.388545988536815,5,1.525
3,synthetic_corrected_rating_4.15.png,4.154154377599103,4,1.748
4,synthetic_corrected_rating_5.39.png,5.388545988536815,5,3.724
5,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,2.013
6,synthetic_corrected_rating_3.85.png,3.845556474864675,4,2.764
7,synthetic_corrected_rating_4.15.png,4.154154377599103,4,0.83
8,synthetic_corrected_rating_3.23.png,3.228360669395819,3,0.963
9,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,2.797
10,synthetic_corrected_rating_3.23.png,3.228360669395819,3,0.684
11,synthetic_corrected_rating_2.61.png,2.611164863926964,2,1.357
12,synthetic_corrected_rating_2.30.png,2.3025669611925355,2,1.565
13,synthetic_corrected_rating_5.39.png,5.388545988536815,5,1.123
14,synthetic_corrected_rating_2.30.png,2.3025669611925355,3,3.164
15,synthetic_corrected_rating_3.23.png,3.228360669395819,3,0.909
16,synthetic_corrected_rating_4.46.png,4.462752280333531,4,0.956
17,synthetic_corrected_rating_3.23.png,3.228360669395819,3,1.621
18,synthetic_corrected_rating_3.54.png,3.5369585721302474,4,0.652
19,synthetic_corrected_rating_4.77.png,4.771350183067959,4,0.78
20,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,0.972
21,synthetic_corrected_rating_4.15.png,4.154154377599103,4,0.956
22,synthetic_corrected_rating_3.23.png,3.228360669395819,3,1.531
23,synthetic_corrected_rating_2.92.png,2.9197627666613912,3,0.644
24,synthetic_corrected_rating_3.85.png,3.845556474864675,4,1.148
25,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,1.678
26,synthetic_corrected_rating_4.46.png,4.462752280333531,4,0.859
27,synthetic_corrected_rating_3.85.png,3.845556474864675,4,1.005
28,synthetic_corrected_rating_4.77.png,4.771350183067959,5,1.468
29,synthetic_corrected_rating_5.39.png,5.388545988536815,5,0.733
30,synthetic_corrected_rating_5.39.png,5.388545988536815,5,0.82
31,synthetic_corrected_rating_5.08.png,5.079948085802387,5,0.829
32,synthetic_corrected_rating_4.46.png,4.462752280333531,4,1.9
33,synthetic_corrected_rating_3.23.png,3.228360669395819,3,1.731
34,synthetic_corrected_rating_2.61.png,2.611164863926964,2,1.813
35,synthetic_corrected_rating_3.23.png,3.228360669395819,3,2.789
36,synthetic_corrected_rating_4.46.png,4.462752280333531,5,1.173
37,synthetic_corrected_rating_2.61.png,2.611164863926964,3,4.188
38,synthetic_corrected_rating_3.85.png,3.845556474864675,4,3.022
39,synthetic_corrected_rating_5.39.png,5.388545988536815,5,0.892
40,synthetic_corrected_rating_4.46.png,4.462752280333531,4,4.324
41,synthetic_corrected_rating_4.77.png,4.771350183067959,4,1.459
42,synthetic_corrected_rating_2.30.png,2.3025669611925355,3,2.26
43,synthetic_corrected_rating_3.23.png,3.228360669395819,3,0.86
44,synthetic_corrected_rating_4.15.png,4.154154377599103,4,1.221
45,synthetic_corrected_rating_2.61.png,2.611164863926964,3,0.932
46,synthetic_corrected_rating_5.08.png,5.079948085802387,4,1.853
47,synthetic_corrected_rating_5.08.png,5.079948085802387,5,0.837
48,synthetic_corrected_rating_3.54.png,3.5369585721302474,3,1.493
