target_rating,alpha,filename,pixel_min_before_clip,pixel_max_before_clip
2.3025669611925355,-1418796.8164330048,synthetic_corrected_rating_2.30.png,27.610060010936653,192.4869958295803
2.6111648639269633,-1046543.7677906494,synthetic_corrected_rating_2.61.png,34.080146307961996,188.0420048299049
2.9197627666613912,-674290.7191482941,synthetic_corrected_rating_2.92.png,40.529494552325545,187.04411498077377
3.228360669395819,-302037.67050593876,synthetic_corrected_rating_3.23.png,46.41755856605447,186.64843991343156
3.5369585721302474,70215.37813641714,synthetic_corrected_rating_3.54.png,52.305622579783396,187.55006742245718
3.845556474864675,442468.426778772,synthetic_corrected_rating_3.85.png,54.69907215670487,190.70829497851474
4.154154377599103,814721.4754211279,synthetic_corrected_rating_4.15.png,52.77601750542974,194.87619067833464
4.462752280333531,1186974.5240634826,synthetic_corrected_rating_4.46.png,48.299938067357665,199.58879809845814
4.771350183067959,1559227.5727058386,synthetic_corrected_rating_4.77.png,41.9915523554033,211.0150587692274
5.079948085802387,1931480.6213481943,synthetic_corrected_rating_5.08.png,32.010802779451694,222.7217848666408
5.388545988536815,2303733.6699905493,synthetic_corrected_rating_5.39.png,21.62573524768743,234.42851096405417
