filename,filepath,age,gender,race,label
25_1_0_20170117195321747.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117195321747.jpg.chip.jpg,25,1,0,happy
23_1_0_20170117144901132.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170117144901132.jpg.chip.jpg,23,1,0,discard
23_1_0_20170116211903141.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170116211903141.jpg.chip.jpg,23,1,0,happy
22_1_0_20170116220950381.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170116220950381.jpg.chip.jpg,22,1,0,happy
18_1_0_20170109214215051.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214215051.jpg.chip.jpg,18,1,0,sad
24_1_0_20170116214224254.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170116214224254.jpg.chip.jpg,24,1,0,sad
25_1_0_20170117141421609.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117141421609.jpg.chip.jpg,25,1,0,happy
25_1_0_20170117151341916.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117151341916.jpg.chip.jpg,25,1,0,happy
24_1_0_20170119171026777.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170119171026777.jpg.chip.jpg,24,1,0,discard
20_1_0_20170109214618635.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170109214618635.jpg.chip.jpg,20,1,0,keep
23_1_0_20170117144812555.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170117144812555.jpg.chip.jpg,23,1,0,keep
20_1_0_20170114031424981.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170114031424981.jpg.chip.jpg,20,1,0,keep
20_1_0_20170116205845438.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170116205845438.jpg.chip.jpg,20,1,0,discard
18_1_0_20170109214453184.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214453184.jpg.chip.jpg,18,1,0,keep
19_1_0_20170103175624137.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\19_1_0_20170103175624137.jpg.chip.jpg,19,1,0,keep
23_1_0_20170104165334721.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170104165334721.jpg.chip.jpg,23,1,0,keep
23_1_0_20170117144757777.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170117144757777.jpg.chip.jpg,23,1,0,keep
20_1_0_20170103201733831.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170103201733831.jpg.chip.jpg,20,1,0,keep
18_1_0_20170109214120554.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214120554.jpg.chip.jpg,18,1,0,keep
18_1_0_20170109212417557.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109212417557.jpg.chip.jpg,18,1,0,keep
24_1_0_20170116215712426.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170116215712426.jpg.chip.jpg,24,1,0,discard
18_1_0_20170109214004496.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214004496.jpg.chip.jpg,18,1,0,keep
23_1_0_20170116221715630.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170116221715630.jpg.chip.jpg,23,1,0,discard
18_1_0_20170109213904824.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213904824.jpg.chip.jpg,18,1,0,keep
25_1_0_20170104021710995.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170104021710995.jpg.chip.jpg,25,1,0,discard
22_1_0_20170114033329650.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170114033329650.jpg.chip.jpg,22,1,0,keep
25_1_0_20170116002343174.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116002343174.jpg.chip.jpg,25,1,0,discard
22_1_0_20170109213059848.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170109213059848.jpg.chip.jpg,22,1,0,keep
24_1_0_20170117150515251.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117150515251.jpg.chip.jpg,24,1,0,keep
18_1_0_20170109212936696.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109212936696.jpg.chip.jpg,18,1,0,keep
20_1_0_20170117193612788.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170117193612788.jpg.chip.jpg,20,1,0,keep
18_1_0_20170109213911368.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213911368.jpg.chip.jpg,18,1,0,keep
23_1_0_20170103163120968.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170103163120968.jpg.chip.jpg,23,1,0,discard
24_1_0_20170105183618095.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170105183618095.jpg.chip.jpg,24,1,0,keep
25_1_0_20170109214731480.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170109214731480.jpg.chip.jpg,25,1,0,keep
20_1_0_20170119153410801.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170119153410801.jpg.chip.jpg,20,1,0,keep
18_1_0_20170117140343665.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170117140343665.jpg.chip.jpg,18,1,0,keep
24_1_0_20170117150517123.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117150517123.jpg.chip.jpg,24,1,0,discard
20_1_0_20170119153717575.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170119153717575.jpg.chip.jpg,20,1,0,discard
24_1_0_20170116220210491.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170116220210491.jpg.chip.jpg,24,1,0,keep
24_1_0_20170117150909051.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117150909051.jpg.chip.jpg,24,1,0,keep
22_1_0_20170120133800998.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170120133800998.jpg.chip.jpg,22,1,0,keep
18_1_0_20170117140440920.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170117140440920.jpg.chip.jpg,18,1,0,keep
18_1_0_20170109214248716.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214248716.jpg.chip.jpg,18,1,0,discard
21_1_0_20170116215450607.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170116215450607.jpg.chip.jpg,21,1,0,discard
18_1_0_20170103175516495.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170103175516495.jpg.chip.jpg,18,1,0,discard
24_1_0_20170117150813388.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117150813388.jpg.chip.jpg,24,1,0,keep
22_1_0_20170111182452750.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170111182452750.jpg.chip.jpg,22,1,0,keep
22_1_0_20170116220938702.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170116220938702.jpg.chip.jpg,22,1,0,keep
25_1_0_20170104022204452.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170104022204452.jpg.chip.jpg,25,1,0,discard
25_1_0_20170119172023545.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170119172023545.jpg.chip.jpg,25,1,0,keep
18_1_0_20170109214608184.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214608184.jpg.chip.jpg,18,1,0,keep
20_1_0_20170105183449767.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170105183449767.jpg.chip.jpg,20,1,0,discard
23_1_0_20170104234542547.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170104234542547.jpg.chip.jpg,23,1,0,keep
18_1_0_20170109212921724.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109212921724.jpg.chip.jpg,18,1,0,keep
23_1_0_20170112234124928.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170112234124928.jpg.chip.jpg,23,1,0,keep
20_1_0_20170113005610158.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170113005610158.jpg.chip.jpg,20,1,0,keep
23_1_0_20170117144822363.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170117144822363.jpg.chip.jpg,23,1,0,keep
18_1_0_20170109213142404.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213142404.jpg.chip.jpg,18,1,0,keep
18_1_0_20170116215643425.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170116215643425.jpg.chip.jpg,18,1,0,discard
18_1_0_20170109214254732.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214254732.jpg.chip.jpg,18,1,0,discard
21_1_0_20170117142338224.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170117142338224.jpg.chip.jpg,21,1,0,keep
23_1_0_20170116221717766.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170116221717766.jpg.chip.jpg,23,1,0,keep
21_1_0_20170109213123896.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170109213123896.jpg.chip.jpg,21,1,0,keep
20_1_0_20170109212842300.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170109212842300.jpg.chip.jpg,20,1,0,keep
22_1_0_20170117143206386.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170117143206386.jpg.chip.jpg,22,1,0,keep
23_1_0_20170116221815459.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170116221815459.jpg.chip.jpg,23,1,0,keep
22_1_0_20170116214345265.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170116214345265.jpg.chip.jpg,22,1,0,keep
20_1_0_20170120140127200.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170120140127200.jpg.chip.jpg,20,1,0,discard
25_1_0_20170105000610412.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170105000610412.jpg.chip.jpg,25,1,0,discard
18_1_0_20170109214044181.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214044181.jpg.chip.jpg,18,1,0,keep
23_1_0_20170116221811019.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170116221811019.jpg.chip.jpg,23,1,0,keep
18_1_0_20170109213544430.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213544430.jpg.chip.jpg,18,1,0,keep
25_1_0_20170119172027811.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170119172027811.jpg.chip.jpg,25,1,0,keep
25_1_0_20170117140624359.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117140624359.jpg.chip.jpg,25,1,0,keep
18_1_0_20170109213103958.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213103958.jpg.chip.jpg,18,1,0,discard
24_1_0_20170116215636399.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170116215636399.jpg.chip.jpg,24,1,0,discard
20_1_0_20170104020855852.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170104020855852.jpg.chip.jpg,20,1,0,keep
18_1_0_20170104022856102.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170104022856102.jpg.chip.jpg,18,1,0,keep
21_1_0_20170117193748045.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170117193748045.jpg.chip.jpg,21,1,0,discard
21_1_0_20170117142529474.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170117142529474.jpg.chip.jpg,21,1,0,keep
20_1_0_20170105184054896.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170105184054896.jpg.chip.jpg,20,1,0,discard
21_1_0_20170112233431458.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170112233431458.jpg.chip.jpg,21,1,0,keep
24_1_0_20170117194800876.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117194800876.jpg.chip.jpg,24,1,0,keep
23_1_0_20170103180451856.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170103180451856.jpg.chip.jpg,23,1,0,discard
20_1_0_20170103163056975.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170103163056975.jpg.chip.jpg,20,1,0,discard
18_1_0_20170109214554528.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214554528.jpg.chip.jpg,18,1,0,keep
25_1_0_20170117143942122.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117143942122.jpg.chip.jpg,25,1,0,discard
22_1_0_20170104165415377.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170104165415377.jpg.chip.jpg,22,1,0,discard
25_1_0_20170117141427897.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117141427897.jpg.chip.jpg,25,1,0,discard
18_1_0_20170117140340105.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170117140340105.jpg.chip.jpg,18,1,0,keep
25_1_0_20170116001327790.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116001327790.jpg.chip.jpg,25,1,0,discard
18_1_0_20170109213130477.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213130477.jpg.chip.jpg,18,1,0,discard
24_1_0_20170105183445456.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170105183445456.jpg.chip.jpg,24,1,0,discard
25_1_0_20170116223848612.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116223848612.jpg.chip.jpg,25,1,0,keep
18_1_0_20170109213919463.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213919463.jpg.chip.jpg,18,1,0,keep
21_1_0_20170120134012302.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170120134012302.jpg.chip.jpg,21,1,0,discard
19_1_0_20170109213113295.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\19_1_0_20170109213113295.jpg.chip.jpg,19,1,0,discard
25_1_0_20170116223905448.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116223905448.jpg.chip.jpg,25,1,0,keep
24_1_0_20170117194916850.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117194916850.jpg.chip.jpg,24,1,0,keep
22_1_0_20170105002545990.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170105002545990.jpg.chip.jpg,22,1,0,keep
18_1_0_20170109212847067.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109212847067.jpg.chip.jpg,18,1,0,keep
21_1_0_20170114032157249.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170114032157249.jpg.chip.jpg,21,1,0,keep
19_1_0_20170109212903959.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\19_1_0_20170109212903959.jpg.chip.jpg,19,1,0,keep
24_1_0_20170116174738833.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170116174738833.jpg.chip.jpg,24,1,0,keep
21_1_0_20170103201838744.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170103201838744.jpg.chip.jpg,21,1,0,keep
18_1_0_20170109214455239.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214455239.jpg.chip.jpg,18,1,0,keep
24_1_0_20170117150424339.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117150424339.jpg.chip.jpg,24,1,0,discard
20_1_0_20170117141223953.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170117141223953.jpg.chip.jpg,20,1,0,discard
18_1_0_20170109214251980.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214251980.jpg.chip.jpg,18,1,0,keep
25_1_0_20170103175643807.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170103175643807.jpg.chip.jpg,25,1,0,discard
18_1_0_20170109214122492.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109214122492.jpg.chip.jpg,18,1,0,discard
25_1_0_20170116002134414.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116002134414.jpg.chip.jpg,25,1,0,discard
21_1_0_20170105002525812.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170105002525812.jpg.chip.jpg,21,1,0,keep
25_1_0_20170103163218903.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170103163218903.jpg.chip.jpg,25,1,0,discard
19_1_0_20170109212458403.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\19_1_0_20170109212458403.jpg.chip.jpg,19,1,0,discard
18_1_0_20170109213935367.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109213935367.jpg.chip.jpg,18,1,0,keep
25_1_0_20170103183722595.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170103183722595.jpg.chip.jpg,25,1,0,keep
23_1_0_20170112234202903.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170112234202903.jpg.chip.jpg,23,1,0,keep
23_1_0_20170112234310143.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170112234310143.jpg.chip.jpg,23,1,0,discard
24_1_0_20170105000720347.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170105000720347.jpg.chip.jpg,24,1,0,discard
25_1_0_20170117145650515.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117145650515.jpg.chip.jpg,25,1,0,keep
20_1_0_20170103175525991.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\20_1_0_20170103175525991.jpg.chip.jpg,20,1,0,keep
24_1_0_20170112230455412.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170112230455412.jpg.chip.jpg,24,1,0,keep
23_1_0_20170117144945297.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170117144945297.jpg.chip.jpg,23,1,0,keep
24_1_0_20170117150740282.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170117150740282.jpg.chip.jpg,24,1,0,discard
21_1_0_20170104231331482.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\21_1_0_20170104231331482.jpg.chip.jpg,21,1,0,keep
25_1_0_20170117143909681.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117143909681.jpg.chip.jpg,25,1,0,keep
19_1_0_20170109213247084.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\19_1_0_20170109213247084.jpg.chip.jpg,19,1,0,keep
23_1_0_20170112234244982.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\23_1_0_20170112234244982.jpg.chip.jpg,23,1,0,keep
18_1_0_20170109212914272.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\18_1_0_20170109212914272.jpg.chip.jpg,18,1,0,keep
22_1_0_20170112233731616.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170112233731616.jpg.chip.jpg,22,1,0,keep
25_1_0_20170116223849950.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116223849950.jpg.chip.jpg,25,1,0,keep
25_1_0_20170119172030770.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170119172030770.jpg.chip.jpg,25,1,0,keep
22_1_0_20170116220936851.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\22_1_0_20170116220936851.jpg.chip.jpg,22,1,0,keep
25_1_0_20170112235132967.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170112235132967.jpg.chip.jpg,25,1,0,keep
25_1_0_20170117142757162.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170117142757162.jpg.chip.jpg,25,1,0,discard
24_1_0_20170116220232605.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\24_1_0_20170116220232605.jpg.chip.jpg,24,1,0,keep
25_1_0_20170116165638421.jpg.chip.jpg,C:\skoleAI\MM\sem1\data\raw\utkcropped\25_1_0_20170116165638421.jpg.chip.jpg,25,1,0,discard
